,0,1
0,3.40309719382047,4.58978214713587
1,3.44773549881666,5.14354537677527
2,-3.71828034134775,1.96526122491163
3,3.47938633724235,4.493906611799
4,3.76347946748641,10.4324903200422
5,-4.38235285279149,1.09646900296283
6,-4.01385911206593,1.30947918490813
7,-4.01375118890503,2.00294253153806
8,4.65931721538089,9.91904941557383
9,3.77878322814149,10.5743705184912
10,4.50171989829523,10.1668213968942
11,3.93304768922143,5.48514846880344
12,4.34616134062674,4.94835046180911
13,-3.78509690836451,2.60794032978111
14,3.06630371761482,4.59706644244939
15,-3.40613561737887,1.83894117530953
16,4.76282274559997,10.1391199982505
17,3.88116727835282,10.4383557588497
18,4.14023217837399,10.2160665995652
19,-3.7926033976873,0.79967798297913
20,3.66459513539805,4.79108099861053
21,-3.7224672071966,1.33118403612453
22,-4.17829601917005,1.37124685841717
23,3.73706673703106,4.18331243702817
24,-3.92176530550921,2.41787133638657
25,-3.86314243375836,1.10403585859123
26,-3.57763929169968,1.26415611691585
27,3.44900472853516,4.84572317537138
28,4.87098685900106,10.5351369068912
29,-3.85852611019028,1.29533402966067
30,3.63952636861419,4.82265949492967
31,4.46299275260323,9.2283080516593
32,3.37236121206878,4.85113924270942
33,-5.15665394455427,1.21078995071089
34,-3.37777320516006,2.67609520214502
35,-3.33000911688463,1.44889369687933
36,4.01349431590111,5.11914507277667
37,-4.29669646378121,2.34895406254708
38,4.35593421966096,10.5989937295759
39,3.24014979190392,5.49556132455652
40,3.61997063613008,4.45020272560044
41,3.11411570049071,4.93090486871427
42,6.19978196351823,10.5943559733576
43,4.17314258364252,9.75233976227959
44,3.36911671702212,9.99321148863738
45,-3.69166504811533,2.45603167608657
46,-3.89690750528223,2.16979147781905
47,4.19099408542601,9.70474427515325
48,-3.43784367328989,1.12805535499158
49,3.83484541408419,5.42815303136157
50,3.74099326419204,10.79381051524
51,-2.55534262181502,1.68002346787165
52,4.49724772948744,10.2624693608707
53,3.35253138793548,4.03429923588048
54,-3.68578260211083,1.25687240731904
55,-3.42829098518917,1.95050054318389
56,-3.79311219776622,2.30642504809271
57,-3.48935531781855,1.34421110659095
58,4.65235742046736,10.2733059657477
59,4.84339833952289,10.0201349720873
60,-3.27401003931026,0.90611701319782
61,3.79360584795734,4.41516743944756
62,-3.79215706342598,1.02473606948817
