,0,1
0,3.981914188327192,3.353538825448695
1,4.2717563117139115,3.307331147888361
2,2.74662492416632,3.441494008962552
3,3.4929500514735974,3.099024858657955
4,4.021237121440333,3.687567189670041
5,3.891566551891496,4.455043566206525
6,3.9396359962656513,3.2835180920548677
7,2.7312368214985896,3.664780763428511
8,4.000646557399815,3.1608827870467144
9,2.611202649196894,3.038962612206899
10,2.543602897404707,4.160029457709465
11,3.4351661548488415,4.185390851702765
12,3.3870864562763616,2.5160366464476143
13,3.8392016303902277,4.3005389342498965
14,4.290538217503417,2.5117132437598917
15,2.7592021522375463,2.935883907649786
16,3.1396929744648023,4.309862710529239
17,4.283364080632155,2.8758532841798012
18,3.8069151636713396,2.6435313769880278
19,2.632897876408685,2.8465004692556954
20,3.461156743110953,3.497120453716013
21,4.310397558459477,3.3128897456218693
22,4.236570243945734,3.092944963608873
23,2.6945747610222606,4.3640718082371555
24,2.593971113299232,3.649676495467668
25,4.266310927038957,3.76077651084772
26,3.2774946610011204,2.9739130895334784
27,3.141961465274501,4.158137464545451
28,3.571455985864776,3.8568074546244686
29,4.285717893819627,2.9979336741061378
30,3.7155772425148417,4.094470437023003
31,3.886874601647978,2.834409084693551
32,2.8067595756315225,3.257015327443516
33,4.12158952879703,3.8743579684665095
34,3.9037039129248607,3.632395035392747
35,3.589379218279573,4.060309835998012
36,3.1154506273970286,4.340259767448325
37,3.8175771986419,3.092078002097725
38,3.3709124398958243,3.5124926524425035
39,2.9139994195100134,4.177242439483345
40,3.338236334138768,4.449086564865643
41,3.8073436406164065,3.296343336857971
42,4.316340137898688,3.9489000502148057
43,2.8564789741162135,2.603216836362537
44,4.031008748237667,3.5713455773606473
45,3.2436286227280693,3.8407392809956518
46,2.942724442145902,3.1891479855203686
47,3.5442420621325974,2.76543645771317
48,4.427286389915862,2.699700224364795
49,2.922597471414125,3.4818022834109774
50,2.758501071844889,2.52469641735018
51,4.1122260409756946,4.245572941502071
52,2.92642830151368,4.21194744175308
53,3.405275061919384,3.611654808491644
54,4.4125128509142995,3.201260373826471
55,3.1823200976062704,3.59777626299078
56,2.6557559056747344,2.816603310219601
57,3.6398618888644654,3.1194516885626102
58,3.6352208800145824,3.929554462129064
59,4.239640433122334,3.6540616924981624
60,2.820611241923134,4.289131077810209
61,3.722026626159492,2.6648030087189474
62,2.943045476153433,3.446188555948754
